Date,Open,Close,Volume,Ticker,Sector
1/1/2010,18.938875,17.781666,199733000,MRO,Energy
1/1/2011,22.303135,27.26005,359313200,MRO,Energy
1/1/2012,29.959999,31.389999,148031400,MRO,Energy
1/1/2013,31.43,33.610001,93868700,MRO,Energy
1/1/2014,35.25,32.790001,95105900,MRO,Energy
1/1/2015,28.059999,26.6,158069900,MRO,Energy
1/1/2016,12.56,9.73,496498100,MRO,Energy
1/1/2017,17.74,16.75,179155700,MRO,Energy
1/1/2018,17.110001,18.190001,231613400,MRO,Energy
1/1/2019,13.9,15.79,232338100,MRO,Energy
1/1/2020,13.69,11.37,267692400,MRO,Energy
1/1/2010,60.450001,53.509998,104694000,MOS,Materials
1/1/2011,77.459999,81.040001,168249000,MOS,Materials
1/1/2012,51.619999,55.970001,107881300,MOS,Materials
1/1/2013,58.060001,61.25,73650700,MOS,Materials
1/1/2014,47.25,44.66,75570900,MOS,Materials
1/1/2015,45.860001,48.689999,70967500,MOS,Materials
1/1/2016,27.309999,24.1,131905300,MOS,Materials
1/1/2017,29.65,31.370001,95934800,MOS,Materials
1/1/2018,25.950001,27.299999,103007800,MOS,Materials
1/1/2019,28.790001,32.279999,66218000,MOS,Materials
1/1/2020,21.92,19.84,95723000,MOS,Materials
1/1/2010,12.99,12.23,231401600,UAL,Industrials
1/1/2011,24.129999,25.4,125771000,UAL,Industrials
1/1/2012,19.23,23.1,144791900,UAL,Industrials
1/1/2013,23.83,24.15,110099600,UAL,Industrials
1/1/2014,37.700001,45.84,160755000,UAL,Industrials
1/1/2015,67.739998,69.370003,124165300,UAL,Industrials
1/1/2016,55.790001,48.279999,152402000,UAL,Industrials
1/1/2017,74.019997,70.470001,73206900,UAL,Industrials
1/1/2018,67.900002,67.82,135147300,UAL,Industrials
1/1/2019,81.690002,87.269997,93456100,UAL,Industrials
1/1/2020,89.57,74.800003,98401800,UAL,Industrials
1/1/2010,136.25,125.410004,230861000,AMZN,Consumer Discretionary
1/1/2011,181.369995,169.639999,113611300,AMZN,Consumer Discretionary
1/1/2012,175.889999,194.440002,110536900,AMZN,Consumer Discretionary
1/1/2013,256.079987,265.5,84226400,AMZN,Consumer Discretionary
1/1/2014,398.799988,358.690002,81011900,AMZN,Consumer Discretionary
1/1/2015,312.579987,354.529999,103057100,AMZN,Consumer Discretionary
1/1/2016,656.289978,587,130200900,AMZN,Consumer Discretionary
1/1/2017,757.919983,823.47998,70614000,AMZN,Consumer Discretionary
1/1/2018,1172,1450.890015,96371200,AMZN,Consumer Discretionary
1/1/2019,1465.199951,1718.72998,134001700,AMZN,Consumer Discretionary
1/1/2020,1875,2008.719971,84698300,AMZN,Consumer Discretionary
1/1/2010,53.740002,53.43,291591500,WMT,Consumer Staples
1/1/2011,54.23,56.07,260656500,WMT,Consumer Staples
1/1/2012,59.970001,61.360001,163577000,WMT,Consumer Staples
1/1/2013,68.93,69.949997,152007900,WMT,Consumer Staples
1/1/2014,78.720001,74.68,146048800,WMT,Consumer Staples
1/1/2015,86.269997,84.980003,158927700,WMT,Consumer Staples
1/1/2016,60.5,66.360001,264665800,WMT,Consumer Staples
1/1/2017,69.239998,66.739998,181828000,WMT,Consumer Staples
1/1/2018,99.300003,106.599998,169694600,WMT,Consumer Staples
2/1/2019,95.919998,98.989998,166799500,WMT,Consumer Staples
1/1/2020,118.860001,114.489998,127907500,WMT,Consumer Staples
1/1/2010,35.77,35.200001,144879100,LLY,Health Care
1/1/2011,35.169998,34.77,166851100,LLY,Health Care
1/1/2012,41.950001,39.740002,174411200,LLY,Health Care
1/1/2013,49.939999,53.689999,148193700,LLY,Health Care
1/1/2014,50.970001,54.009998,135541200,LLY,Health Care
1/1/2015,69.769997,72,98848100,LLY,Health Care
1/1/2016,83.400002,79.099998,116132500,LLY,Health Care
1/1/2017,73.940002,77.029999,97538800,LLY,Health Care
1/1/2018,84.459999,81.449997,94853500,LLY,Health Care
1/1/2019,114.790001,119.860001,101289300,LLY,Health Care
1/1/2020,131.770004,139.639999,76636200,LLY,Health Care
1/1/2010,39.099998,38.240002,46907200,AMP,Financials
1/1/2011,58.220001,61.650002,33727400,AMP,Financials
1/1/2012,51.16,53.549999,42135600,AMP,Financials
1/1/2013,64.25,66.32,26399400,AMP,Financials
1/1/2014,114.580002,105.639999,29016800,AMP,Financials
1/1/2015,132.979996,124.940002,22766800,AMP,Financials
1/1/2016,103.93,90.650002,32765900,AMP,Financials
1/1/2017,113.120003,112.269997,20589600,AMP,Financials
1/1/2018,170.639999,168.699997,40998200,AMP,Financials
1/1/2019,103.440002,126.599998,21157600,AMP,Financials
1/1/2020,167.539993,165.410004,14832300,AMP,Financials
1/1/2011,46.52,48.474285,2710383900,AAPL,Information Technology
1/1/2012,58.485714,65.211426,1714963600,AAPL,Information Technology
1/1/2013,79.117142,65.07,3280855900,AAPL,Information Technology
1/1/2014,79.382858,71.514282,2191488600,AAPL,Information Technology
1/1/2015,111.389999,117.160004,1305263400,AAPL,Information Technology
1/1/2016,102.610001,97.339996,1271848000,AAPL,Information Technology
1/1/2017,115.800003,121.349998,563122000,AAPL,Information Technology
1/1/2018,170.160004,167.429993,659679400,AAPL,Information Technology
1/1/2019,154.889999,166.440002,828087400,AAPL,Information Technology
1/1/2020,296.23999,309.51001,733592600,AAPL,Information Technology
1/1/2010,15.48,11.26,90731000,TMUS,Telecommunication Services
1/1/2011,25.52,25.860001,65274900,TMUS,Telecommunication Services
1/1/2012,17.82,17.68,51538800,TMUS,Telecommunication Services
1/1/2013,20,20.059999,79411800,TMUS,Telecommunication Services
1/1/2014,33.029999,30.57,127383600,TMUS,Telecommunication Services
1/1/2015,27.1,30.18,112342600,TMUS,Telecommunication Services
1/1/2016,38.860001,40.150002,77654700,TMUS,Telecommunication Services
1/1/2017,58.099998,62.27,95956900,TMUS,Telecommunication Services
1/1/2018,63.900002,65.099998,65504500,TMUS,Telecommunication Services
1/1/2019,62.869999,69.620003,81661900,TMUS,Telecommunication Services
1/1/2020,78.879997,79.190002,52805300,TMUS,Telecommunication Services
1/1/2010,22.41,21.799999,25477200,AWK,Utilities
1/1/2011,25.49,25.5,17594500,AWK,Utilities
1/1/2012,32.049999,33.73,18453100,AWK,Utilities
1/1/2013,37.669998,38.279999,22769700,AWK,Utilities
1/1/2014,42.009998,42.57,15544700,AWK,Utilities
1/1/2015,53.299999,56.139999,15733400,AWK,Utilities
1/1/2016,59.68,64.910004,20421600,AWK,Utilities
1/1/2017,72.370003,73.440002,18172600,AWK,Utilities
1/1/2018,91,83.169998,27967900,AWK,Utilities
1/1/2019,90.449997,95.669998,20243200,AWK,Utilities
1/1/2020,123,136.199997,20941100,AWK,Utilities
1/1/2010,106.519997,96.230003,13968000,EQIX,Real Estate 
1/1/2011,82.230003,88.419998,17853900,EQIX,Real Estate 
1/1/2012,103.089996,119.959999,20869300,EQIX,Real Estate 
1/1/2013,211.229996,215.429993,12732900,EQIX,Real Estate 
1/1/2014,177.630005,185.199997,20420500,EQIX,Real Estate 
1/1/2015,228.509995,216.860001,12415700,EQIX,Real Estate 
1/1/2016,299.75,310.570007,25752200,EQIX,Real Estate 
1/1/2017,357.290009,384.980011,9067500,EQIX,Real Estate 
1/1/2018,453.529999,455.190002,14359900,EQIX,Real Estate 
1/1/2019,349.279999,394,13588500,EQIX,Real Estate 
1/1/2020,583.909973,589.72998,8099100,EQIX,Real Estate 
